icb_ons_code,appointment_month,appointment_status,hcp_type,appointment_mode,time_between_book_and_appointment,count_of_appointments
E54000023,6-21,DNA,Other Practice staff,Face-to-Face,More than 28 Days,324
E54000041,7-20,Attended,Other Practice staff,Home Visit,More than 28 Days,31
E54000019,12-21,Attended,GP,Telephone,22  to 28 Days,2206
E54000048,8-20,Unknown,Other Practice staff,Home Visit,8  to 14 Days,9
E54000023,6-20,DNA,Other Practice staff,Telephone,8  to 14 Days,59
E54000038,8-21,Attended,Other Practice staff,Telephone,2 to 7 Days,3576
E54000053,3-21,DNA,GP,Home Visit,1 Day,10
E54000057,1-21,Unknown,GP,Video/Online,15  to 21 Days,2
E54000027,3-22,Attended,Unknown,Unknown,15  to 21 Days,349
E54000008,4-22,Attended,Unknown,Telephone,1 Day,2
E54000048,9-20,Unknown,Other Practice staff,Telephone,More than 28 Days,56
E54000008,7-21,Unknown,GP,Unknown,22  to 28 Days,4
E54000057,11-20,Unknown,Unknown,Home Visit,Same Day,59
E54000031,6-21,DNA,GP,Telephone,More than 28 Days,70
E54000051,5-20,Attended,GP,Face-to-Face,More than 28 Days,222
E54000061,5-21,Attended,GP,Unknown,22  to 28 Days,1
E54000062,12-20,DNA,Unknown,Telephone,2 to 7 Days,4
E54000034,5-22,DNA,GP,Unknown,2 to 7 Days,1
E54000051,4-21,Unknown,Other Practice staff,Telephone,Same Day,70
E54000062,3-20,Unknown,Unknown,Unknown,Same Day,122
E54000057,11-21,Unknown,Unknown,Face-to-Face,15  to 21 Days,2
E54000057,11-20,Unknown,GP,Telephone,15  to 21 Days,98
E54000054,5-22,Attended,GP,Telephone,1 Day,1624
E54000054,3-20,Unknown,Other Practice staff,Video/Online,8  to 14 Days,139
E54000054,5-22,DNA,Other Practice staff,Home Visit,15  to 21 Days,6
E54000055,4-21,DNA,Other Practice staff,Telephone,Same Day,424
E54000048,5-20,DNA,GP,Telephone,8  to 14 Days,20
E54000013,7-21,Attended,Other Practice staff,Home Visit,22  to 28 Days,90
E54000061,1-21,Unknown,GP,Face-to-Face,Unknown / Data Quality,1
E54000048,1-21,Unknown,GP,Video/Online,1 Day,1
E54000040,6-20,Attended,Other Practice staff,Telephone,Unknown / Data Quality,1
E54000008,1-22,Unknown,GP,Telephone,15  to 21 Days,12
E54000013,5-21,DNA,Other Practice staff,Telephone,1 Day,58
E54000048,2-22,Unknown,GP,Face-to-Face,Unknown / Data Quality,3
E54000053,2-22,Unknown,Unknown,Unknown,More than 28 Days,129
E54000018,5-22,Attended,GP,Face-to-Face,Unknown / Data Quality,56
E54000056,1-22,DNA,GP,Unknown,Same Day,3
E54000051,3-21,Attended,Other Practice staff,Face-to-Face,1 Day,5615
E54000024,3-20,Unknown,GP,Video/Online,2 to 7 Days,71
E54000050,11-20,Unknown,Unknown,Face-to-Face,2 to 7 Days,5
E54000034,5-22,Attended,GP,Home Visit,8  to 14 Days,15
E54000031,3-21,Attended,Other Practice staff,Home Visit,22  to 28 Days,4
E54000044,7-21,DNA,GP,Face-to-Face,1 Day,182
E54000050,9-21,Unknown,GP,Face-to-Face,15  to 21 Days,273
E54000027,5-21,Attended,Other Practice staff,Face-to-Face,15  to 21 Days,17817
E54000062,7-20,Attended,GP,Home Visit,2 to 7 Days,74
E54000025,9-21,DNA,GP,Face-to-Face,8  to 14 Days,360
E54000034,6-21,Unknown,Unknown,Home Visit,1 Day,3
E54000008,7-21,Attended,GP,Telephone,2 to 7 Days,7526
E54000044,8-21,Attended,Other Practice staff,Face-to-Face,22  to 28 Days,3551
E54000026,1-22,DNA,Unknown,Unknown,2 to 7 Days,22
E54000013,6-20,DNA,Unknown,Unknown,2 to 7 Days,92
E54000052,4-22,DNA,Unknown,Face-to-Face,8  to 14 Days,12
E54000008,7-21,Unknown,GP,Telephone,More than 28 Days,60
E54000052,3-22,Unknown,Unknown,Face-to-Face,More than 28 Days,5
E54000034,1-21,Unknown,GP,Telephone,1 Day,161
E54000008,9-20,DNA,Other Practice staff,Telephone,22  to 28 Days,4
E54000048,1-22,DNA,Unknown,Face-to-Face,8  to 14 Days,2
E54000036,2-22,DNA,Other Practice staff,Telephone,More than 28 Days,60
E54000019,3-21,Attended,Other Practice staff,Video/Online,8  to 14 Days,24
E54000029,5-22,DNA,GP,Unknown,1 Day,2
E54000050,7-20,DNA,Unknown,Unknown,1 Day,11
E54000018,2-20,Unknown,Other Practice staff,Unknown,22  to 28 Days,265
E54000010,6-20,Attended,GP,Telephone,Unknown / Data Quality,1
E54000044,3-21,Attended,GP,Face-to-Face,1 Day,3716
E54000051,5-21,Attended,Other Practice staff,Face-to-Face,15  to 21 Days,1775
E54000051,5-20,Attended,GP,Telephone,2 to 7 Days,467
E54000057,4-20,Attended,GP,Telephone,Unknown / Data Quality,5
E54000060,10-20,Unknown,Other Practice staff,Telephone,15  to 21 Days,9
E54000057,6-20,Attended,Unknown,Face-to-Face,2 to 7 Days,113
E54000036,10-21,DNA,Unknown,Unknown,15  to 21 Days,29
E54000036,12-21,Unknown,GP,Face-to-Face,2 to 7 Days,465
E54000015,8-20,Attended,Unknown,Unknown,22  to 28 Days,48
E54000054,3-20,Attended,Unknown,Telephone,8  to 14 Days,22
E54000061,9-20,DNA,GP,Face-to-Face,1 Day,103
E54000048,3-21,Attended,Unknown,Face-to-Face,Same Day,1222
E54000043,10-21,Attended,Unknown,Telephone,15  to 21 Days,4
E54000048,7-20,Attended,GP,Telephone,2 to 7 Days,6189
E54000027,3-21,Unknown,GP,Face-to-Face,Unknown / Data Quality,24
E54000040,10-20,Unknown,Other Practice staff,Face-to-Face,8  to 14 Days,1965
E54000023,1-20,Attended,GP,Face-to-Face,1 Day,3306
E54000062,1-22,Attended,Unknown,Home Visit,More than 28 Days,2
E54000018,1-20,DNA,Other Practice staff,Telephone,8  to 14 Days,15
E54000051,3-20,DNA,GP,Video/Online,2 to 7 Days,4
E54000044,7-21,DNA,Other Practice staff,Face-to-Face,Same Day,439
E54000027,10-21,Unknown,GP,Home Visit,22  to 28 Days,1
E54000057,11-21,DNA,Other Practice staff,Face-to-Face,8  to 14 Days,1397
E54000061,4-22,Attended,GP,Home Visit,8  to 14 Days,19
E54000008,2-21,Unknown,Other Practice staff,Telephone,Same Day,30
E54000060,7-21,DNA,Other Practice staff,Telephone,8  to 14 Days,2
E54000051,6-22,Attended,Other Practice staff,Video/Online,More than 28 Days,15
E54000023,5-22,Attended,GP,Video/Online,1 Day,99
E54000030,10-20,Unknown,Other Practice staff,Telephone,8  to 14 Days,278
E54000010,6-21,DNA,Other Practice staff,Video/Online,Same Day,1
E54000054,8-21,Unknown,GP,Telephone,22  to 28 Days,39
E54000057,5-22,Unknown,Other Practice staff,Home Visit,Same Day,16
E54000013,12-20,Unknown,Unknown,Unknown,15  to 21 Days,116
E54000057,11-21,Unknown,Other Practice staff,Face-to-Face,15  to 21 Days,336
E54000051,5-20,Unknown,GP,Face-to-Face,1 Day,52
E54000051,1-22,Attended,Other Practice staff,Home Visit,Same Day,104
E54000048,6-22,Unknown,Other Practice staff,Telephone,15  to 21 Days,49
E54000061,1-22,DNA,Other Practice staff,Face-to-Face,15  to 21 Days,423
E54000023,10-20,Attended,GP,Face-to-Face,More than 28 Days,2909
E54000044,3-22,Attended,Unknown,Face-to-Face,2 to 7 Days,294
E54000043,4-21,Attended,Other Practice staff,Home Visit,15  to 21 Days,17
E54000025,2-20,Attended,Other Practice staff,Telephone,8  to 14 Days,104
E54000031,6-21,Unknown,Other Practice staff,Face-to-Face,8  to 14 Days,1039
E54000054,2-20,Attended,Unknown,Unknown,Unknown / Data Quality,1
E54000057,12-21,Unknown,Unknown,Home Visit,2 to 7 Days,14
E54000057,7-21,DNA,Other Practice staff,Telephone,2 to 7 Days,372
E54000061,3-20,DNA,Unknown,Telephone,Same Day,86
E54000027,5-20,Attended,Other Practice staff,Unknown,1 Day,116
E54000048,9-21,DNA,GP,Telephone,1 Day,45
E54000018,12-20,Unknown,Other Practice staff,Home Visit,1 Day,135
E54000015,10-21,DNA,Other Practice staff,Face-to-Face,2 to 7 Days,1898
E54000026,2-21,Attended,GP,Telephone,1 Day,1088
E54000010,5-20,Attended,GP,Telephone,1 Day,1090
E54000060,8-20,DNA,Unknown,Unknown,22  to 28 Days,1
E54000060,5-22,DNA,Other Practice staff,Video/Online,Same Day,21
E54000057,5-21,Unknown,Unknown,Home Visit,15  to 21 Days,1
E54000053,9-21,Unknown,GP,Telephone,Unknown / Data Quality,8
E54000048,4-22,Unknown,Other Practice staff,Telephone,2 to 7 Days,120
E54000044,6-22,DNA,GP,Unknown,More than 28 Days,4
E54000057,3-21,Attended,Unknown,Home Visit,1 Day,43
E54000010,12-21,Unknown,Other Practice staff,Telephone,1 Day,58
E54000010,6-22,Attended,Unknown,Telephone,1 Day,6
E54000050,2-21,Unknown,Other Practice staff,Face-to-Face,More than 28 Days,236
E54000042,3-20,Unknown,GP,Unknown,Same Day,110
E54000010,10-21,Unknown,Other Practice staff,Face-to-Face,22  to 28 Days,176
E54000062,3-22,Unknown,Unknown,Unknown,2 to 7 Days,59
E54000008,11-20,Attended,GP,Face-to-Face,1 Day,2224
E54000031,10-21,DNA,GP,Video/Online,8  to 14 Days,4
E54000015,6-21,Unknown,Unknown,Unknown,2 to 7 Days,158
E54000051,11-20,Attended,GP,Face-to-Face,8  to 14 Days,860
E54000051,11-20,Attended,Unknown,Unknown,22  to 28 Days,170
E54000053,6-21,Unknown,GP,Face-to-Face,2 to 7 Days,678
E54000054,3-20,Attended,Unknown,Unknown,Unknown / Data Quality,2
E54000024,1-20,DNA,Other Practice staff,Video/Online,22  to 28 Days,4
E54000032,4-21,Unknown,Other Practice staff,Home Visit,1 Day,182
E54000026,9-20,Unknown,Other Practice staff,Telephone,Same Day,88
E54000052,8-20,Attended,Other Practice staff,Face-to-Face,1 Day,6795
E54000027,4-22,Attended,Other Practice staff,Face-to-Face,2 to 7 Days,83908
E54000010,3-22,Attended,GP,Video/Online,8  to 14 Days,12
E54000043,5-20,Attended,Other Practice staff,Telephone,22  to 28 Days,211
E54000023,2-20,Attended,Unknown,Home Visit,2 to 7 Days,25
E54000057,7-20,Unknown,Unknown,Face-to-Face,8  to 14 Days,30
E54000054,1-20,Attended,Unknown,Unknown,Same Day,912
E54000037,9-20,Attended,Unknown,Telephone,1 Day,121
E54000048,3-21,Attended,GP,Face-to-Face,More than 28 Days,111
E54000026,8-20,Attended,Other Practice staff,Telephone,8  to 14 Days,806
E54000050,3-20,Attended,Other Practice staff,Home Visit,22  to 28 Days,13
E54000057,4-21,Attended,GP,Face-to-Face,22  to 28 Days,357
E54000008,3-22,Unknown,GP,Video/Online,Same Day,6
E54000031,5-21,Unknown,Other Practice staff,Home Visit,1 Day,56
E54000010,3-21,Attended,Other Practice staff,Video/Online,2 to 7 Days,6
E54000036,10-21,Unknown,Unknown,Telephone,8  to 14 Days,188
E54000051,10-20,Attended,Unknown,Telephone,Same Day,676
E54000011,5-21,Attended,GP,Telephone,22  to 28 Days,877
E54000015,10-21,Attended,GP,Home Visit,More than 28 Days,1
E54000025,12-21,Attended,GP,Video/Online,2 to 7 Days,30
E54000008,10-21,Attended,Other Practice staff,Face-to-Face,15  to 21 Days,14966
E54000052,12-20,Attended,GP,Telephone,22  to 28 Days,916
E54000053,1-21,Unknown,Unknown,Unknown,More than 28 Days,18
E54000050,10-21,Unknown,Other Practice staff,Face-to-Face,8  to 14 Days,480
E54000008,6-21,Unknown,Other Practice staff,Telephone,15  to 21 Days,2
E54000018,4-21,Attended,Unknown,Face-to-Face,More than 28 Days,7
E54000056,12-21,Attended,GP,Face-to-Face,Unknown / Data Quality,38
E54000039,2-21,Unknown,Unknown,Face-to-Face,1 Day,23
E54000023,1-20,DNA,Other Practice staff,Home Visit,22  to 28 Days,2
E54000010,1-22,Unknown,Unknown,Home Visit,Same Day,9
E54000044,1-21,DNA,Unknown,Telephone,2 to 7 Days,1
E54000044,12-20,Unknown,GP,Home Visit,1 Day,21
E54000042,5-21,Attended,Other Practice staff,Video/Online,Unknown / Data Quality,1
E54000060,6-22,DNA,GP,Face-to-Face,More than 28 Days,537
E54000026,5-22,Attended,Other Practice staff,Telephone,1 Day,608
E54000060,9-21,Unknown,GP,Telephone,22  to 28 Days,27
E54000061,7-21,Attended,Unknown,Telephone,22  to 28 Days,35
E54000048,5-21,Attended,GP,Face-to-Face,More than 28 Days,200
E54000051,3-21,DNA,Other Practice staff,Video/Online,8  to 14 Days,28
E54000050,6-20,DNA,Unknown,Telephone,8  to 14 Days,1
E54000041,3-21,Unknown,GP,Video/Online,2 to 7 Days,4
E54000048,12-21,Attended,GP,Telephone,2 to 7 Days,5984
E54000058,6-21,Attended,Other Practice staff,Home Visit,Same Day,698
E54000055,3-20,Unknown,GP,Face-to-Face,8  to 14 Days,3522
E54000008,1-21,Attended,Other Practice staff,Face-to-Face,1 Day,2616
E54000010,12-21,DNA,Other Practice staff,Home Visit,More than 28 Days,1
E54000053,12-20,Attended,GP,Telephone,1 Day,6318
E54000026,10-20,Attended,Other Practice staff,Video/Online,22  to 28 Days,359
E54000050,3-21,Unknown,GP,Home Visit,More than 28 Days,4
E54000030,2-22,Unknown,Other Practice staff,Video/Online,2 to 7 Days,9
E54000048,7-21,DNA,GP,Telephone,22  to 28 Days,11
E54000058,10-21,Attended,Unknown,Home Visit,1 Day,7
E54000043,9-21,Unknown,GP,Home Visit,8  to 14 Days,3
E54000024,3-20,Attended,GP,Unknown,22  to 28 Days,4
E54000026,5-22,Unknown,GP,Video/Online,15  to 21 Days,1
E54000060,5-22,Attended,GP,Home Visit,Same Day,664
E54000048,7-21,Unknown,Other Practice staff,Telephone,More than 28 Days,37
E54000015,5-21,Attended,GP,Face-to-Face,15  to 21 Days,1217
E54000061,7-21,Attended,Other Practice staff,Telephone,15  to 21 Days,605
E54000048,2-21,Unknown,GP,Telephone,Same Day,170
E54000044,12-20,DNA,GP,Face-to-Face,More than 28 Days,7
E54000023,4-22,DNA,GP,Face-to-Face,1 Day,65
E54000043,7-21,Unknown,GP,Video/Online,8  to 14 Days,1
E54000022,6-22,DNA,Other Practice staff,Home Visit,Same Day,45
E54000054,5-21,DNA,Unknown,Unknown,Same Day,3
E54000038,5-20,DNA,Other Practice staff,Face-to-Face,22  to 28 Days,104
E54000051,11-21,Attended,GP,Home Visit,Same Day,23
E54000057,5-21,DNA,Other Practice staff,Face-to-Face,8  to 14 Days,831
E54000018,12-20,Unknown,GP,Face-to-Face,8  to 14 Days,260
E54000055,10-21,DNA,GP,Face-to-Face,More than 28 Days,107
E54000057,2-21,Attended,GP,Unknown,22  to 28 Days,17
E54000041,7-20,Attended,GP,Telephone,8  to 14 Days,5341
E54000010,12-21,Attended,Other Practice staff,Face-to-Face,More than 28 Days,1213
E54000008,6-22,DNA,Other Practice staff,Video/Online,22  to 28 Days,1
E54000050,12-20,Unknown,Unknown,Face-to-Face,More than 28 Days,108
E54000054,1-21,Unknown,GP,Face-to-Face,22  to 28 Days,942
E54000044,3-20,Unknown,GP,Face-to-Face,22  to 28 Days,1156
E54000013,2-22,DNA,Other Practice staff,Face-to-Face,15  to 21 Days,1426
E54000057,1-20,Unknown,Other Practice staff,Face-to-Face,2 to 7 Days,841
E54000044,8-20,DNA,Other Practice staff,Unknown,1 Day,2
E54000048,5-22,Attended,Other Practice staff,Face-to-Face,Unknown / Data Quality,13
E54000023,8-20,Unknown,GP,Face-to-Face,More than 28 Days,194
E54000044,3-22,DNA,GP,Face-to-Face,22  to 28 Days,119
E54000048,4-20,Unknown,GP,Telephone,Same Day,256
E54000061,11-21,DNA,Other Practice staff,Face-to-Face,More than 28 Days,322
E54000057,10-21,Unknown,Unknown,Telephone,2 to 7 Days,3
E54000057,6-21,Attended,Unknown,Face-to-Face,2 to 7 Days,670
E54000044,6-20,Attended,GP,Unknown,Same Day,3029
E54000008,4-21,Attended,Other Practice staff,Home Visit,15  to 21 Days,11
E54000061,1-20,DNA,Other Practice staff,Telephone,2 to 7 Days,6
E54000025,6-21,Attended,GP,Face-to-Face,More than 28 Days,420
E54000051,9-21,DNA,GP,Face-to-Face,8  to 14 Days,58
E54000010,11-21,DNA,Other Practice staff,Home Visit,1 Day,1
E54000036,1-21,Unknown,GP,Telephone,8  to 14 Days,244
E54000023,2-20,Attended,Other Practice staff,Video/Online,22  to 28 Days,32
E54000010,6-21,Attended,GP,Video/Online,Same Day,101
E54000008,1-21,Unknown,GP,Telephone,8  to 14 Days,154
E54000050,2-20,Unknown,GP,Video/Online,1 Day,2
E54000010,12-21,Attended,Other Practice staff,Face-to-Face,1 Day,2474
E54000060,9-21,DNA,Other Practice staff,Video/Online,22  to 28 Days,17
E54000051,11-21,DNA,Other Practice staff,Home Visit,Same Day,1
E54000040,3-22,Attended,Other Practice staff,Telephone,1 Day,3744
E54000054,10-21,Attended,Unknown,Unknown,15  to 21 Days,852
E54000051,7-20,DNA,GP,Face-to-Face,2 to 7 Days,51
E54000057,4-20,Attended,Other Practice staff,Face-to-Face,Same Day,6334
E54000037,12-21,DNA,Other Practice staff,Telephone,Unknown / Data Quality,1
E54000057,8-20,Unknown,GP,Home Visit,1 Day,12
E54000043,2-20,Attended,Other Practice staff,Video/Online,22  to 28 Days,15
E54000048,8-21,Attended,Other Practice staff,Home Visit,2 to 7 Days,35
E54000030,5-22,Attended,GP,Video/Online,8  to 14 Days,6
E54000026,10-21,Attended,Unknown,Unknown,15  to 21 Days,338
E54000008,5-22,DNA,Other Practice staff,Home Visit,2 to 7 Days,15
E54000008,1-22,DNA,GP,Face-to-Face,2 to 7 Days,883
E54000050,2-20,Attended,GP,Home Visit,More than 28 Days,28
E54000028,11-20,Attended,GP,Telephone,More than 28 Days,343
E54000054,5-22,Attended,GP,Face-to-Face,2 to 7 Days,9240
E54000030,4-22,Attended,GP,Face-to-Face,Unknown / Data Quality,174
E54000008,4-22,DNA,GP,Face-to-Face,8  to 14 Days,71
E54000058,4-21,Unknown,Other Practice staff,Home Visit,15  to 21 Days,12
E54000030,10-21,Unknown,GP,Unknown,1 Day,201
E54000019,6-20,DNA,Other Practice staff,Telephone,Same Day,1059
E54000010,5-22,DNA,Other Practice staff,Telephone,1 Day,41
E54000054,11-21,Attended,Unknown,Unknown,8  to 14 Days,1596
E54000025,10-21,Unknown,Other Practice staff,Home Visit,Same Day,33
E54000030,9-20,Attended,Unknown,Telephone,15  to 21 Days,5
E54000008,3-20,DNA,Other Practice staff,Telephone,22  to 28 Days,14
E54000008,8-21,Attended,Other Practice staff,Home Visit,15  to 21 Days,136
E54000008,10-20,Unknown,Other Practice staff,Face-to-Face,15  to 21 Days,223
E54000011,2-22,DNA,GP,Face-to-Face,2 to 7 Days,439
E54000023,12-21,DNA,GP,Face-to-Face,Same Day,260
E54000054,6-20,Unknown,Unknown,Home Visit,More than 28 Days,4
E54000036,5-21,DNA,GP,Telephone,Same Day,260
E54000050,10-21,Unknown,GP,Telephone,22  to 28 Days,26
E54000032,5-20,Attended,Other Practice staff,Home Visit,Same Day,792
E54000062,6-20,Attended,Unknown,Face-to-Face,1 Day,650
E54000030,1-21,Attended,Other Practice staff,Unknown,Same Day,22652
E54000060,10-20,DNA,Other Practice staff,Home Visit,2 to 7 Days,27
E54000061,11-21,Unknown,Other Practice staff,Telephone,More than 28 Days,16
E54000050,8-21,DNA,Unknown,Face-to-Face,Same Day,3
E54000048,9-20,Attended,GP,Face-to-Face,Unknown / Data Quality,3
E54000008,11-20,DNA,Other Practice staff,Telephone,1 Day,73
E54000019,2-20,Attended,GP,Telephone,More than 28 Days,149
E54000034,5-22,Attended,Other Practice staff,Face-to-Face,Unknown / Data Quality,1
E54000013,7-21,DNA,Unknown,Face-to-Face,More than 28 Days,1
E54000008,7-21,Attended,GP,Home Visit,Same Day,1602
E54000057,1-22,DNA,Other Practice staff,Telephone,More than 28 Days,26
E54000026,1-22,Unknown,GP,Telephone,22  to 28 Days,9
E54000027,1-22,DNA,GP,Face-to-Face,15  to 21 Days,705
E54000044,5-22,Attended,GP,Telephone,2 to 7 Days,6170
E54000052,9-21,DNA,GP,Home Visit,Same Day,33
E54000057,2-22,DNA,GP,Video/Online,8  to 14 Days,2
E54000052,2-20,Unknown,Other Practice staff,Telephone,Same Day,327
E54000013,10-21,Unknown,Other Practice staff,Face-to-Face,15  to 21 Days,1371
E54000050,5-20,Attended,Other Practice staff,Face-to-Face,Same Day,11685
E54000057,9-21,Attended,Unknown,Unknown,1 Day,8
E54000050,1-20,Unknown,Unknown,Unknown,2 to 7 Days,105
E54000042,1-21,Attended,Other Practice staff,Telephone,15  to 21 Days,304
E54000023,12-20,Unknown,Unknown,Unknown,8  to 14 Days,27
E54000061,1-20,Unknown,GP,Face-to-Face,Same Day,1662
E54000010,3-21,Unknown,Other Practice staff,Telephone,15  to 21 Days,8
E54000053,7-20,Attended,GP,Telephone,1 Day,3732
E54000051,5-21,Unknown,Unknown,Telephone,15  to 21 Days,1
E54000058,6-21,DNA,GP,Telephone,8  to 14 Days,211
E54000044,4-20,Unknown,Other Practice staff,Face-to-Face,15  to 21 Days,532
E54000054,6-21,Unknown,Other Practice staff,Telephone,22  to 28 Days,69
E54000015,1-20,Attended,Other Practice staff,Video/Online,More than 28 Days,28
E54000042,5-21,Unknown,Other Practice staff,Face-to-Face,Unknown / Data Quality,4
E54000060,9-21,Attended,Other Practice staff,Face-to-Face,2 to 7 Days,5275
E54000057,1-22,Attended,Unknown,Home Visit,2 to 7 Days,5
E54000023,11-20,Unknown,Other Practice staff,Telephone,Same Day,213
E54000053,6-21,Attended,GP,Video/Online,15  to 21 Days,24
E54000008,3-22,DNA,Other Practice staff,Unknown,15  to 21 Days,9
E54000008,1-21,DNA,Unknown,Face-to-Face,22  to 28 Days,3
E54000041,5-22,DNA,GP,Face-to-Face,1 Day,197
E54000056,3-21,DNA,Other Practice staff,Telephone,More than 28 Days,10
E54000052,6-21,Unknown,GP,Home Visit,Same Day,227
E54000057,4-22,DNA,GP,Telephone,8  to 14 Days,72
E54000026,5-22,DNA,Other Practice staff,Telephone,15  to 21 Days,35
E54000028,3-20,DNA,Other Practice staff,Home Visit,2 to 7 Days,3
E54000039,3-21,Attended,Other Practice staff,Video/Online,2 to 7 Days,1
E54000057,9-21,DNA,Unknown,Telephone,2 to 7 Days,8
E54000054,10-21,Attended,Unknown,Telephone,15  to 21 Days,10
E54000010,6-20,Unknown,Other Practice staff,Home Visit,22  to 28 Days,12
E54000053,12-21,Attended,Unknown,Face-to-Face,Same Day,278
E54000010,1-20,Attended,Other Practice staff,Home Visit,1 Day,12
E54000048,7-21,Attended,Unknown,Telephone,2 to 7 Days,158
